file_extension,filename,size_kb,page_count,esign,sensitive
pdf,PoetryCollection_Review.pdf,1957.76,293,SignEasy,0
pdf,PoetryCollection_Review.pdf,3658.1,138,eMudhra,0
pdf,PoetryCollection_Review.pdf,1250.79,58,Nitro Pro,0
pdf,PoetryCollection_Review.pdf,4919.39,455,None,0
jpeg,PoetryCollection_Review.jpeg,520.09,239,Adobe.PPKLite,0
jpeg,PoetryCollection_Review.jpeg,412.86,441,DocuSign,0
jpeg,PoetryCollection_Review.jpeg,3158.19,433,SignEasy,0
jpeg,PoetryCollection_Review.jpeg,1139.55,137,eMudhra,0
jpeg,PoetryCollection_Review.jpeg,2239.67,347,Nitro Pro,0
jpeg,PoetryCollection_Review.jpeg,460.14,429,None,0
png,PoetryCollection_Review.png,1588.84,129,Adobe.PPKLite,0
png,PoetryCollection_Review.png,3362.25,474,DocuSign,0
png,PoetryCollection_Review.png,2119.46,457,SignEasy,0
png,PoetryCollection_Review.png,152.38,135,eMudhra,0
png,PoetryCollection_Review.png,3904.5,29,Nitro Pro,0
png,PoetryCollection_Review.png,4165.3,112,None,0
jpg,PoetryCollection_Review.jpg,2242.5,280,Adobe.PPKLite,0
jpg,PoetryCollection_Review.jpg,2845.47,13,DocuSign,0
jpg,PoetryCollection_Review.jpg,4690.8,280,SignEasy,0
jpg,PoetryCollection_Review.jpg,629.21,244,eMudhra,0
jpg,PoetryCollection_Review.jpg,1299.7,452,Nitro Pro,0
jpg,PoetryCollection_Review.jpg,3680.14,76,None,0
docx,PoetryCollection_Review.docx,887.11,456,Adobe.PPKLite,0
docx,PoetryCollection_Review.docx,1103.86,74,DocuSign,0
docx,PoetryCollection_Review.docx,1374.95,57,SignEasy,0
docx,PoetryCollection_Review.docx,321.22,336,eMudhra,0
docx,PoetryCollection_Review.docx,3269.82,305,Nitro Pro,0
docx,PoetryCollection_Review.docx,3955.66,243,None,0
xlsx,PoetryCollection_Review.xlsx,3395.33,260,Adobe.PPKLite,0
xlsx,PoetryCollection_Review.xlsx,3952.93,228,DocuSign,0
xlsx,PoetryCollection_Review.xlsx,1405.4,357,SignEasy,0
xlsx,PoetryCollection_Review.xlsx,4761.31,17,eMudhra,0
xlsx,PoetryCollection_Review.xlsx,4928.32,360,Nitro Pro,0
xlsx,PoetryCollection_Review.xlsx,1791.1,173,None,0
pdf,PoetryCollection_Version1.pdf,1751.83,25,Adobe.PPKLite,0
pdf,PoetryCollection_Version1.pdf,3741.32,366,DocuSign,0
pdf,PoetryCollection_Version1.pdf,176.5,473,SignEasy,0
pdf,PoetryCollection_Version1.pdf,965.83,333,eMudhra,0
pdf,PoetryCollection_Version1.pdf,720.07,258,Nitro Pro,0
pdf,PoetryCollection_Version1.pdf,1362.18,122,None,0
jpeg,PoetryCollection_Version1.jpeg,4038.93,394,Adobe.PPKLite,0
jpeg,PoetryCollection_Version1.jpeg,2099.96,462,DocuSign,0
jpeg,PoetryCollection_Version1.jpeg,2086.52,191,SignEasy,0
jpeg,PoetryCollection_Version1.jpeg,2173.67,219,eMudhra,0
jpeg,PoetryCollection_Version1.jpeg,4321.78,181,Nitro Pro,0
jpeg,PoetryCollection_Version1.jpeg,3919.8,415,None,0
png,PoetryCollection_Version1.png,3814.7,21,Adobe.PPKLite,0
png,PoetryCollection_Version1.png,181.87,453,DocuSign,0
png,PoetryCollection_Version1.png,1182.14,297,SignEasy,0
png,PoetryCollection_Version1.png,3401.26,263,eMudhra,0
png,PoetryCollection_Version1.png,3110.34,173,Nitro Pro,0
png,PoetryCollection_Version1.png,1181.4,474,None,0
jpg,PoetryCollection_Version1.jpg,3190.5,241,Adobe.PPKLite,0
jpg,PoetryCollection_Version1.jpg,2194.67,31,DocuSign,0
jpg,PoetryCollection_Version1.jpg,3209.83,81,SignEasy,0
jpg,PoetryCollection_Version1.jpg,1166.36,117,eMudhra,0
jpg,PoetryCollection_Version1.jpg,3521.27,356,Nitro Pro,0
jpg,PoetryCollection_Version1.jpg,861.9,189,None,0
docx,PoetryCollection_Version1.docx,3300.1,130,Adobe.PPKLite,0
docx,PoetryCollection_Version1.docx,2529.25,94,DocuSign,0
docx,PoetryCollection_Version1.docx,1125.0,242,SignEasy,0
docx,PoetryCollection_Version1.docx,3320.47,358,eMudhra,0
docx,PoetryCollection_Version1.docx,3535.0,138,Nitro Pro,0
docx,PoetryCollection_Version1.docx,2153.0,149,None,0
xlsx,PoetryCollection_Version1.xlsx,1032.28,246,Adobe.PPKLite,0
xlsx,PoetryCollection_Version1.xlsx,1923.05,276,DocuSign,0
xlsx,PoetryCollection_Version1.xlsx,2994.02,22,SignEasy,0
xlsx,PoetryCollection_Version1.xlsx,366.33,120,eMudhra,0
xlsx,PoetryCollection_Version1.xlsx,280.6,25,Nitro Pro,0
xlsx,PoetryCollection_Version1.xlsx,2534.74,196,None,0
pdf,PoetryCollection_Updated.pdf,1609.44,16,Adobe.PPKLite,0
pdf,PoetryCollection_Updated.pdf,3988.63,134,DocuSign,0
pdf,PoetryCollection_Updated.pdf,4766.77,159,SignEasy,0
pdf,PoetryCollection_Updated.pdf,2874.95,302,eMudhra,0
pdf,PoetryCollection_Updated.pdf,4607.47,218,Nitro Pro,0
pdf,PoetryCollection_Updated.pdf,771.32,76,None,0
jpeg,PoetryCollection_Updated.jpeg,1605.75,237,Adobe.PPKLite,0
jpeg,PoetryCollection_Updated.jpeg,3152.21,41,DocuSign,0
jpeg,PoetryCollection_Updated.jpeg,920.5,255,SignEasy,0
jpeg,PoetryCollection_Updated.jpeg,3858.08,238,eMudhra,0
jpeg,PoetryCollection_Updated.jpeg,576.0,243,Nitro Pro,0
jpeg,PoetryCollection_Updated.jpeg,1942.68,445,None,0
png,PoetryCollection_Updated.png,3665.9,98,Adobe.PPKLite,0
png,PoetryCollection_Updated.png,954.54,400,DocuSign,0
png,PoetryCollection_Updated.png,1688.4,21,SignEasy,0
png,PoetryCollection_Updated.png,3710.4,199,eMudhra,0
png,PoetryCollection_Updated.png,4836.58,184,Nitro Pro,0
png,PoetryCollection_Updated.png,2352.19,498,None,0
jpg,PoetryCollection_Updated.jpg,4344.32,138,Adobe.PPKLite,0
jpg,PoetryCollection_Updated.jpg,3202.22,51,DocuSign,0
jpg,PoetryCollection_Updated.jpg,1761.62,172,SignEasy,0
jpg,PoetryCollection_Updated.jpg,880.33,351,eMudhra,0
jpg,PoetryCollection_Updated.jpg,4992.41,490,Nitro Pro,0
jpg,PoetryCollection_Updated.jpg,2783.97,74,None,0
docx,PoetryCollection_Updated.docx,3653.5,255,Adobe.PPKLite,0
docx,PoetryCollection_Updated.docx,1887.66,71,DocuSign,0
docx,PoetryCollection_Updated.docx,3751.19,197,SignEasy,0
docx,PoetryCollection_Updated.docx,4403.29,126,eMudhra,0
docx,PoetryCollection_Updated.docx,2578.42,88,Nitro Pro,0
docx,PoetryCollection_Updated.docx,4006.79,426,None,0
xlsx,PoetryCollection_Updated.xlsx,2383.68,319,Adobe.PPKLite,0
xlsx,PoetryCollection_Updated.xlsx,2462.1,55,DocuSign,0
xlsx,PoetryCollection_Updated.xlsx,2433.3,410,SignEasy,0
xlsx,PoetryCollection_Updated.xlsx,2575.27,444,eMudhra,0
xlsx,PoetryCollection_Updated.xlsx,650.5,497,Nitro Pro,0
xlsx,PoetryCollection_Updated.xlsx,3476.49,398,None,0
pdf,PoetryCollection_Reference.pdf,1589.1,477,Adobe.PPKLite,0
pdf,PoetryCollection_Reference.pdf,4263.41,156,DocuSign,0
pdf,PoetryCollection_Reference.pdf,2493.06,168,SignEasy,0
pdf,PoetryCollection_Reference.pdf,1184.76,448,eMudhra,0
pdf,PoetryCollection_Reference.pdf,295.72,98,Nitro Pro,0
pdf,PoetryCollection_Reference.pdf,3242.24,225,None,0
jpeg,PoetryCollection_Reference.jpeg,4353.22,136,Adobe.PPKLite,0
jpeg,PoetryCollection_Reference.jpeg,3820.57,341,DocuSign,0
jpeg,PoetryCollection_Reference.jpeg,3170.94,347,SignEasy,0
jpeg,PoetryCollection_Reference.jpeg,3286.28,293,eMudhra,0
jpeg,PoetryCollection_Reference.jpeg,3900.62,373,Nitro Pro,0
jpeg,PoetryCollection_Reference.jpeg,988.01,422,None,0
png,PoetryCollection_Reference.png,3828.5,303,Adobe.PPKLite,0
png,PoetryCollection_Reference.png,1175.67,173,DocuSign,0
png,PoetryCollection_Reference.png,4591.06,140,SignEasy,0
png,PoetryCollection_Reference.png,3827.03,261,eMudhra,0
png,PoetryCollection_Reference.png,150.47,319,Nitro Pro,0
png,PoetryCollection_Reference.png,4485.84,471,None,0
jpg,PoetryCollection_Reference.jpg,3073.23,62,Adobe.PPKLite,0
jpg,PoetryCollection_Reference.jpg,1350.58,204,DocuSign,0
jpg,PoetryCollection_Reference.jpg,1056.63,488,SignEasy,0
jpg,PoetryCollection_Reference.jpg,1111.21,283,eMudhra,0
jpg,PoetryCollection_Reference.jpg,86.08,75,Nitro Pro,0
jpg,PoetryCollection_Reference.jpg,4748.44,388,None,0
docx,PoetryCollection_Reference.docx,3075.08,125,Adobe.PPKLite,0
docx,PoetryCollection_Reference.docx,561.24,488,DocuSign,0
docx,PoetryCollection_Reference.docx,4852.47,352,SignEasy,0
docx,PoetryCollection_Reference.docx,697.24,92,eMudhra,0
docx,PoetryCollection_Reference.docx,4188.39,187,Nitro Pro,0
docx,PoetryCollection_Reference.docx,2181.0,294,None,0
xlsx,PoetryCollection_Reference.xlsx,2105.07,153,Adobe.PPKLite,0
xlsx,PoetryCollection_Reference.xlsx,3816.53,126,DocuSign,0
xlsx,PoetryCollection_Reference.xlsx,826.4,2,SignEasy,0
xlsx,PoetryCollection_Reference.xlsx,3825.92,187,eMudhra,0
xlsx,PoetryCollection_Reference.xlsx,4315.1,184,Nitro Pro,0
xlsx,PoetryCollection_Reference.xlsx,4087.77,38,None,0
pdf,PoetryCollection_General.pdf,1846.11,34,Adobe.PPKLite,0
pdf,PoetryCollection_General.pdf,1462.31,104,DocuSign,0
pdf,PoetryCollection_General.pdf,2734.6,381,SignEasy,0
pdf,PoetryCollection_General.pdf,4400.25,332,eMudhra,0
pdf,PoetryCollection_General.pdf,422.4,362,Nitro Pro,0
pdf,PoetryCollection_General.pdf,979.34,79,None,0
jpeg,PoetryCollection_General.jpeg,2261.57,181,Adobe.PPKLite,0
jpeg,PoetryCollection_General.jpeg,3316.06,162,DocuSign,0
jpeg,PoetryCollection_General.jpeg,1819.56,28,SignEasy,0
jpeg,PoetryCollection_General.jpeg,938.31,18,eMudhra,0
jpeg,PoetryCollection_General.jpeg,4569.92,480,Nitro Pro,0
jpeg,PoetryCollection_General.jpeg,3571.04,464,None,0
png,PoetryCollection_General.png,3782.68,184,Adobe.PPKLite,0
png,PoetryCollection_General.png,1071.65,81,DocuSign,0
png,PoetryCollection_General.png,3454.03,389,SignEasy,0
png,PoetryCollection_General.png,1577.76,256,eMudhra,0
png,PoetryCollection_General.png,3552.2,221,Nitro Pro,0
png,PoetryCollection_General.png,3186.37,123,None,0
jpg,PoetryCollection_General.jpg,1536.63,90,Adobe.PPKLite,0
jpg,PoetryCollection_General.jpg,252.1,426,DocuSign,0
jpg,PoetryCollection_General.jpg,1449.93,100,SignEasy,0
jpg,PoetryCollection_General.jpg,79.19,441,eMudhra,0
jpg,PoetryCollection_General.jpg,1809.83,447,Nitro Pro,0
jpg,PoetryCollection_General.jpg,2908.0,63,None,0
docx,PoetryCollection_General.docx,3386.44,96,Adobe.PPKLite,0
docx,PoetryCollection_General.docx,3413.68,119,DocuSign,0
docx,PoetryCollection_General.docx,4162.27,137,SignEasy,0
docx,PoetryCollection_General.docx,3986.11,164,eMudhra,0
docx,PoetryCollection_General.docx,4927.56,410,Nitro Pro,0
docx,PoetryCollection_General.docx,500.6,70,None,0
xlsx,PoetryCollection_General.xlsx,1420.88,251,Adobe.PPKLite,0
xlsx,PoetryCollection_General.xlsx,2005.69,260,DocuSign,0
xlsx,PoetryCollection_General.xlsx,2694.09,240,SignEasy,0
xlsx,PoetryCollection_General.xlsx,4813.22,478,eMudhra,0
xlsx,PoetryCollection_General.xlsx,4998.77,129,Nitro Pro,0
xlsx,PoetryCollection_General.xlsx,1329.88,354,None,0
pdf,ShortStory_Draft.pdf,3403.22,106,Adobe.PPKLite,0
pdf,ShortStory_Draft.pdf,4093.66,106,DocuSign,0
pdf,ShortStory_Draft.pdf,2530.95,360,SignEasy,0
pdf,ShortStory_Draft.pdf,213.55,418,eMudhra,0
pdf,ShortStory_Draft.pdf,3323.31,314,Nitro Pro,0
pdf,ShortStory_Draft.pdf,82.4,338,None,0
jpeg,ShortStory_Draft.jpeg,1127.94,187,Adobe.PPKLite,0
jpeg,ShortStory_Draft.jpeg,1705.64,61,DocuSign,0
jpeg,ShortStory_Draft.jpeg,3711.28,225,SignEasy,0
jpeg,ShortStory_Draft.jpeg,4291.18,469,eMudhra,0
jpeg,ShortStory_Draft.jpeg,1558.49,102,Nitro Pro,0
jpeg,ShortStory_Draft.jpeg,1483.91,291,None,0
png,ShortStory_Draft.png,4231.76,365,Adobe.PPKLite,0
png,ShortStory_Draft.png,1807.61,359,DocuSign,0
png,ShortStory_Draft.png,4182.65,41,SignEasy,0
png,ShortStory_Draft.png,927.54,364,eMudhra,0
png,ShortStory_Draft.png,2539.44,433,Nitro Pro,0
png,ShortStory_Draft.png,393.84,278,None,0
jpg,ShortStory_Draft.jpg,1426.8,36,Adobe.PPKLite,0
jpg,ShortStory_Draft.jpg,3623.42,495,DocuSign,0
jpg,ShortStory_Draft.jpg,4232.59,482,SignEasy,0
jpg,ShortStory_Draft.jpg,593.16,67,eMudhra,0
jpg,ShortStory_Draft.jpg,1248.53,378,Nitro Pro,0
jpg,ShortStory_Draft.jpg,3211.66,363,None,0
docx,ShortStory_Draft.docx,4579.11,363,Adobe.PPKLite,0
docx,ShortStory_Draft.docx,3146.36,12,DocuSign,0
docx,ShortStory_Draft.docx,2573.79,294,SignEasy,0
docx,ShortStory_Draft.docx,1001.64,219,eMudhra,0
docx,ShortStory_Draft.docx,4624.23,446,Nitro Pro,0
docx,ShortStory_Draft.docx,4782.25,333,None,0
xlsx,ShortStory_Draft.xlsx,1321.58,440,Adobe.PPKLite,0
xlsx,ShortStory_Draft.xlsx,4778.65,190,DocuSign,0
xlsx,ShortStory_Draft.xlsx,4225.08,31,SignEasy,0
xlsx,ShortStory_Draft.xlsx,2700.03,395,eMudhra,0
xlsx,ShortStory_Draft.xlsx,894.81,54,Nitro Pro,0
xlsx,ShortStory_Draft.xlsx,2557.78,388,None,0
pdf,ShortStory_Final.pdf,2522.3,455,Adobe.PPKLite,0
pdf,ShortStory_Final.pdf,4489.58,261,DocuSign,0
pdf,ShortStory_Final.pdf,488.27,187,SignEasy,0
pdf,ShortStory_Final.pdf,970.64,67,eMudhra,0
pdf,ShortStory_Final.pdf,1293.11,328,Nitro Pro,0
pdf,ShortStory_Final.pdf,3658.09,158,None,0
jpeg,ShortStory_Final.jpeg,1161.85,85,Adobe.PPKLite,0
jpeg,ShortStory_Final.jpeg,2909.1,162,DocuSign,0
jpeg,ShortStory_Final.jpeg,3326.87,137,SignEasy,0
jpeg,ShortStory_Final.jpeg,1197.42,178,eMudhra,0
jpeg,ShortStory_Final.jpeg,1966.09,466,Nitro Pro,0
jpeg,ShortStory_Final.jpeg,1045.66,382,None,0
png,ShortStory_Final.png,632.11,231,Adobe.PPKLite,0
png,ShortStory_Final.png,1265.78,344,DocuSign,0
png,ShortStory_Final.png,4597.85,62,SignEasy,0
png,ShortStory_Final.png,225.46,43,eMudhra,0
png,ShortStory_Final.png,886.77,201,Nitro Pro,0
png,ShortStory_Final.png,4427.37,443,None,0
jpg,ShortStory_Final.jpg,1043.43,487,Adobe.PPKLite,0
jpg,ShortStory_Final.jpg,589.27,441,DocuSign,0
jpg,ShortStory_Final.jpg,3219.18,210,SignEasy,0
jpg,ShortStory_Final.jpg,2417.78,262,eMudhra,0
jpg,ShortStory_Final.jpg,4633.42,441,Nitro Pro,0
jpg,ShortStory_Final.jpg,789.6,88,None,0
docx,ShortStory_Final.docx,2595.49,42,Adobe.PPKLite,0
docx,ShortStory_Final.docx,1974.68,46,DocuSign,0
docx,ShortStory_Final.docx,2885.34,431,SignEasy,0
docx,ShortStory_Final.docx,3732.1,381,eMudhra,0
docx,ShortStory_Final.docx,120.54,58,Nitro Pro,0
docx,ShortStory_Final.docx,1221.09,187,None,0
xlsx,ShortStory_Final.xlsx,2901.12,342,Adobe.PPKLite,0
xlsx,ShortStory_Final.xlsx,60.96,285,DocuSign,0
xlsx,ShortStory_Final.xlsx,4420.36,407,SignEasy,0
xlsx,ShortStory_Final.xlsx,906.61,173,eMudhra,0
xlsx,ShortStory_Final.xlsx,2677.64,469,Nitro Pro,0
xlsx,ShortStory_Final.xlsx,2000.4,161,None,0
pdf,ShortStory_Review.pdf,3576.18,16,Adobe.PPKLite,0
pdf,ShortStory_Review.pdf,717.65,437,DocuSign,0
pdf,ShortStory_Review.pdf,4407.51,288,SignEasy,0
pdf,ShortStory_Review.pdf,1066.48,253,eMudhra,0
pdf,ShortStory_Review.pdf,3781.0,451,Nitro Pro,0
pdf,ShortStory_Review.pdf,1996.23,211,None,0
jpeg,ShortStory_Review.jpeg,4567.83,247,Adobe.PPKLite,0
jpeg,ShortStory_Review.jpeg,88.86,286,DocuSign,0
jpeg,ShortStory_Review.jpeg,2161.42,174,SignEasy,0
jpeg,ShortStory_Review.jpeg,3454.72,202,eMudhra,0
jpeg,ShortStory_Review.jpeg,2974.59,456,Nitro Pro,0
jpeg,ShortStory_Review.jpeg,3446.05,299,None,0
png,ShortStory_Review.png,3557.86,57,Adobe.PPKLite,0
png,ShortStory_Review.png,4623.15,459,DocuSign,0
png,ShortStory_Review.png,1576.01,8,SignEasy,0
png,ShortStory_Review.png,1147.53,234,eMudhra,0
png,ShortStory_Review.png,767.63,419,Nitro Pro,0
png,ShortStory_Review.png,3266.91,74,None,0
jpg,ShortStory_Review.jpg,3414.91,183,Adobe.PPKLite,0
jpg,ShortStory_Review.jpg,3638.58,94,DocuSign,0
jpg,ShortStory_Review.jpg,2225.74,191,SignEasy,0
jpg,ShortStory_Review.jpg,2412.21,79,eMudhra,0
jpg,ShortStory_Review.jpg,1472.84,149,Nitro Pro,0
jpg,ShortStory_Review.jpg,1041.27,298,None,0
docx,ShortStory_Review.docx,4398.55,319,Adobe.PPKLite,0
docx,ShortStory_Review.docx,3848.83,201,DocuSign,0
docx,ShortStory_Review.docx,1425.73,55,SignEasy,0
docx,ShortStory_Review.docx,1167.25,342,eMudhra,0
docx,ShortStory_Review.docx,1497.38,45,Nitro Pro,0
docx,ShortStory_Review.docx,132.74,275,None,0
xlsx,ShortStory_Review.xlsx,2744.01,102,Adobe.PPKLite,0
xlsx,ShortStory_Review.xlsx,3869.2,105,DocuSign,0
xlsx,ShortStory_Review.xlsx,939.06,170,SignEasy,0
xlsx,ShortStory_Review.xlsx,2639.72,360,eMudhra,0
xlsx,ShortStory_Review.xlsx,1448.29,439,Nitro Pro,0
xlsx,ShortStory_Review.xlsx,3410.05,220,None,0
pdf,ShortStory_Version1.pdf,4521.72,190,Adobe.PPKLite,0
pdf,ShortStory_Version1.pdf,2074.51,321,DocuSign,0
pdf,ShortStory_Version1.pdf,1708.81,102,SignEasy,0
pdf,ShortStory_Version1.pdf,2645.55,462,eMudhra,0
pdf,ShortStory_Version1.pdf,3200.8,397,Nitro Pro,0
pdf,ShortStory_Version1.pdf,2890.12,144,None,0
jpeg,ShortStory_Version1.jpeg,323.98,333,Adobe.PPKLite,0
jpeg,ShortStory_Version1.jpeg,4842.5,210,DocuSign,0
jpeg,ShortStory_Version1.jpeg,3464.44,294,SignEasy,0
jpeg,ShortStory_Version1.jpeg,951.59,64,eMudhra,0
jpeg,ShortStory_Version1.jpeg,2500.46,6,Nitro Pro,0
jpeg,ShortStory_Version1.jpeg,4519.5,371,None,0
png,ShortStory_Version1.png,3202.04,284,Adobe.PPKLite,0
png,ShortStory_Version1.png,2786.72,127,DocuSign,0
png,ShortStory_Version1.png,4750.08,365,SignEasy,0
png,ShortStory_Version1.png,2886.47,61,eMudhra,0
png,ShortStory_Version1.png,745.03,317,Nitro Pro,0
png,ShortStory_Version1.png,2305.69,174,None,0
jpg,ShortStory_Version1.jpg,2425.99,67,Adobe.PPKLite,0
jpg,ShortStory_Version1.jpg,1197.28,482,DocuSign,0
jpg,ShortStory_Version1.jpg,4925.69,25,SignEasy,0
jpg,ShortStory_Version1.jpg,1150.53,40,eMudhra,0
jpg,ShortStory_Version1.jpg,2474.01,230,Nitro Pro,0
jpg,ShortStory_Version1.jpg,2154.17,155,None,0
docx,ShortStory_Version1.docx,2710.21,182,Adobe.PPKLite,0
docx,ShortStory_Version1.docx,2055.89,427,DocuSign,0
docx,ShortStory_Version1.docx,2883.2,26,SignEasy,0
docx,ShortStory_Version1.docx,3015.82,5,eMudhra,0
docx,ShortStory_Version1.docx,118.21,438,Nitro Pro,0
docx,ShortStory_Version1.docx,1757.05,41,None,0
xlsx,ShortStory_Version1.xlsx,1335.99,221,Adobe.PPKLite,0
xlsx,ShortStory_Version1.xlsx,4418.33,359,DocuSign,0
xlsx,ShortStory_Version1.xlsx,4674.81,359,SignEasy,0
xlsx,ShortStory_Version1.xlsx,3416.08,170,eMudhra,0
xlsx,ShortStory_Version1.xlsx,2269.28,341,Nitro Pro,0
xlsx,ShortStory_Version1.xlsx,3603.21,51,None,0
pdf,ShortStory_Updated.pdf,1592.53,104,Adobe.PPKLite,0
pdf,ShortStory_Updated.pdf,4158.36,238,DocuSign,0
pdf,ShortStory_Updated.pdf,4716.63,415,SignEasy,0
pdf,ShortStory_Updated.pdf,88.36,430,eMudhra,0
pdf,ShortStory_Updated.pdf,3382.43,166,Nitro Pro,0
pdf,ShortStory_Updated.pdf,3288.15,52,None,0
jpeg,ShortStory_Updated.jpeg,4379.9,463,Adobe.PPKLite,0
jpeg,ShortStory_Updated.jpeg,4239.78,392,DocuSign,0
jpeg,ShortStory_Updated.jpeg,1892.2,165,SignEasy,0
jpeg,ShortStory_Updated.jpeg,4850.34,455,eMudhra,0
jpeg,ShortStory_Updated.jpeg,1071.11,274,Nitro Pro,0
jpeg,ShortStory_Updated.jpeg,102.58,277,None,0
png,ShortStory_Updated.png,2216.51,75,Adobe.PPKLite,0
png,ShortStory_Updated.png,3437.08,47,DocuSign,0
png,ShortStory_Updated.png,854.23,220,SignEasy,0
png,ShortStory_Updated.png,3360.47,261,eMudhra,0
png,ShortStory_Updated.png,4507.9,349,Nitro Pro,0
png,ShortStory_Updated.png,522.38,303,None,0
jpg,ShortStory_Updated.jpg,468.11,419,Adobe.PPKLite,0
jpg,ShortStory_Updated.jpg,1791.88,131,DocuSign,0
jpg,ShortStory_Updated.jpg,2849.62,259,SignEasy,0
jpg,ShortStory_Updated.jpg,2332.41,135,eMudhra,0
jpg,ShortStory_Updated.jpg,3429.02,275,Nitro Pro,0
jpg,ShortStory_Updated.jpg,2833.73,394,None,0
docx,ShortStory_Updated.docx,2577.52,454,Adobe.PPKLite,0
docx,ShortStory_Updated.docx,4427.1,282,DocuSign,0
docx,ShortStory_Updated.docx,640.6,132,SignEasy,0
docx,ShortStory_Updated.docx,3858.45,215,eMudhra,0
docx,ShortStory_Updated.docx,3695.4,271,Nitro Pro,0
docx,ShortStory_Updated.docx,3853.38,462,None,0
xlsx,ShortStory_Updated.xlsx,61.04,157,Adobe.PPKLite,0
xlsx,ShortStory_Updated.xlsx,2777.41,300,DocuSign,0
xlsx,ShortStory_Updated.xlsx,1556.01,247,SignEasy,0
xlsx,ShortStory_Updated.xlsx,576.85,178,eMudhra,0
xlsx,ShortStory_Updated.xlsx,1856.2,437,Nitro Pro,0
xlsx,ShortStory_Updated.xlsx,4767.41,124,None,0
pdf,ShortStory_Reference.pdf,3941.34,197,Adobe.PPKLite,0
pdf,ShortStory_Reference.pdf,598.05,100,DocuSign,0
pdf,ShortStory_Reference.pdf,3649.88,15,SignEasy,0
pdf,ShortStory_Reference.pdf,1877.16,121,eMudhra,0
pdf,ShortStory_Reference.pdf,2414.54,233,Nitro Pro,0
pdf,ShortStory_Reference.pdf,2660.07,408,None,0
jpeg,ShortStory_Reference.jpeg,449.98,353,Adobe.PPKLite,0
jpeg,ShortStory_Reference.jpeg,217.66,375,DocuSign,0
jpeg,ShortStory_Reference.jpeg,2908.35,315,SignEasy,0
jpeg,ShortStory_Reference.jpeg,4080.62,83,eMudhra,0
jpeg,ShortStory_Reference.jpeg,4624.85,275,Nitro Pro,0
jpeg,ShortStory_Reference.jpeg,4754.43,110,None,0
png,ShortStory_Reference.png,3834.12,163,Adobe.PPKLite,0
png,ShortStory_Reference.png,3060.59,10,DocuSign,0
png,ShortStory_Reference.png,3663.47,364,SignEasy,0
png,ShortStory_Reference.png,4157.72,111,eMudhra,0
png,ShortStory_Reference.png,1162.0,477,Nitro Pro,0
png,ShortStory_Reference.png,3962.33,251,None,0
jpg,ShortStory_Reference.jpg,4532.97,449,Adobe.PPKLite,0
jpg,ShortStory_Reference.jpg,1733.48,50,DocuSign,0
jpg,ShortStory_Reference.jpg,142.93,364,SignEasy,0
jpg,ShortStory_Reference.jpg,59.85,225,eMudhra,0
jpg,ShortStory_Reference.jpg,4802.9,42,Nitro Pro,0
jpg,ShortStory_Reference.jpg,3248.0,489,None,0
docx,ShortStory_Reference.docx,4527.58,424,Adobe.PPKLite,0
docx,ShortStory_Reference.docx,3664.14,40,DocuSign,0
docx,ShortStory_Reference.docx,3063.94,219,SignEasy,0
docx,ShortStory_Reference.docx,1324.55,132,eMudhra,0
docx,ShortStory_Reference.docx,4771.82,50,Nitro Pro,0
docx,ShortStory_Reference.docx,2800.22,440,None,0
xlsx,ShortStory_Reference.xlsx,2171.74,185,Adobe.PPKLite,0
xlsx,ShortStory_Reference.xlsx,2461.9,101,DocuSign,0
xlsx,ShortStory_Reference.xlsx,774.41,142,SignEasy,0
xlsx,ShortStory_Reference.xlsx,1208.37,391,eMudhra,0
xlsx,ShortStory_Reference.xlsx,4904.51,166,Nitro Pro,0
xlsx,ShortStory_Reference.xlsx,4011.01,475,None,0
pdf,ShortStory_General.pdf,3163.1,348,Adobe.PPKLite,0
pdf,ShortStory_General.pdf,1249.41,138,DocuSign,0
pdf,ShortStory_General.pdf,2109.33,472,SignEasy,0
pdf,ShortStory_General.pdf,4107.82,255,eMudhra,0
pdf,ShortStory_General.pdf,2966.33,205,Nitro Pro,0
pdf,ShortStory_General.pdf,203.51,349,None,0
jpeg,ShortStory_General.jpeg,3032.16,13,Adobe.PPKLite,0
jpeg,ShortStory_General.jpeg,3674.96,432,DocuSign,0
jpeg,ShortStory_General.jpeg,3256.19,129,SignEasy,0
jpeg,ShortStory_General.jpeg,3889.98,246,eMudhra,0
jpeg,ShortStory_General.jpeg,2138.84,355,Nitro Pro,0
jpeg,ShortStory_General.jpeg,2282.68,177,None,0
png,ShortStory_General.png,1029.34,23,Adobe.PPKLite,0
png,ShortStory_General.png,49.72,473,DocuSign,0
png,ShortStory_General.png,4726.27,23,SignEasy,0
png,ShortStory_General.png,2000.17,411,eMudhra,0
png,ShortStory_General.png,1194.39,360,Nitro Pro,0
png,ShortStory_General.png,2314.09,37,None,0
jpg,ShortStory_General.jpg,765.74,291,Adobe.PPKLite,0
jpg,ShortStory_General.jpg,3251.59,308,DocuSign,0
jpg,ShortStory_General.jpg,3754.26,244,SignEasy,0
jpg,ShortStory_General.jpg,4529.55,44,eMudhra,0
jpg,ShortStory_General.jpg,1681.22,385,Nitro Pro,0
jpg,ShortStory_General.jpg,3196.87,472,None,0
docx,ShortStory_General.docx,4867.31,43,Adobe.PPKLite,0
docx,ShortStory_General.docx,4278.64,384,DocuSign,0
